ID_User,ID_Wisata,Rating
U_150939,W_6f17a023,5
U_413205,W_6f17a023,5
U_561064,W_6f17a023,5
U_564359,W_6f17a023,4
U_822989,W_6f17a023,5
U_213547,W_6f17a023,5
U_912708,W_6f17a023,5
U_913371,W_6f17a023,5
U_666935,W_6f17a023,5
U_792217,W_6f17a023,4
U_559874,W_6f17a023,5
U_091871,W_6f17a023,5
U_077114,W_6f17a023,5
U_253130,W_6f17a023,4
U_604425,W_6f17a023,5
U_721929,W_6f17a023,5
U_402633,W_6f17a023,5
U_979351,W_95a7288c,5
U_517646,W_95a7288c,4
U_970656,W_95a7288c,5
U_436190,W_95a7288c,5
U_397839,W_95a7288c,4
U_165589,W_95a7288c,5
U_970554,W_95a7288c,5
U_537656,W_95a7288c,5
U_588645,W_95a7288c,5
U_985237,W_95a7288c,5
U_580352,W_95a7288c,5
U_626550,W_95a7288c,5
U_468552,W_95a7288c,5
U_554037,W_95a7288c,5
U_690760,W_95a7288c,5
U_581755,W_95a7288c,5
U_816533,W_95a7288c,4
U_272172,W_95a7288c,4
U_022559,W_95a7288c,5
U_183673,W_95a7288c,5
U_350993,W_95a7288c,5
U_105059,W_95a7288c,4
U_516796,W_95a7288c,5
U_540185,W_95a7288c,5
U_300803,W_95a7288c,5
U_756871,W_95a7288c,5
U_964916,W_95a7288c,5
U_276795,W_95a7288c,5
U_884328,W_95a7288c,5
U_285399,W_95a7288c,5
U_241898,W_95a7288c,4
U_171264,W_95a7288c,5
U_860401,W_95a7288c,5
U_429795,W_95a7288c,5
U_023479,W_95a7288c,5
U_367614,W_95a7288c,5
U_962799,W_95a7288c,5
U_845362,W_95a7288c,3
U_743195,W_95a7288c,4
U_318303,W_95a7288c,5
U_373585,W_95a7288c,5
U_425428,W_95a7288c,5
U_940347,W_95a7288c,5
U_913637,W_95a7288c,5
U_455474,W_95a7288c,5
U_643631,W_95a7288c,5
U_993268,W_95a7288c,5
U_412687,W_95a7288c,2
U_768161,W_95a7288c,5
U_725570,W_95a7288c,5
U_677086,W_95a7288c,5
U_681787,W_95a7288c,5
U_106750,W_95a7288c,5
U_269150,W_95a7288c,5
U_741559,W_95a7288c,5
U_674735,W_95a7288c,5
U_057449,W_95a7288c,5
U_647824,W_95a7288c,5
U_298269,W_95a7288c,5
U_772809,W_95a7288c,1
U_037481,W_95a7288c,5
U_256505,W_95a7288c,4
U_641867,W_95a7288c,5
U_485564,W_95a7288c,5
U_756616,W_95a7288c,5
U_244714,W_95a7288c,4
U_721963,W_95a7288c,1
U_784427,W_95a7288c,5
U_269625,W_95a7288c,5
U_383653,W_95a7288c,5
U_604414,W_95a7288c,5
U_204995,W_95a7288c,5
U_317864,W_95a7288c,4
U_349601,W_95a7288c,5
U_755710,W_95a7288c,5
U_611851,W_95a7288c,5
U_952079,W_95a7288c,5
U_269671,W_95a7288c,5
U_364956,W_95a7288c,1
U_957584,W_95a7288c,5
U_582184,W_95a7288c,5
U_322541,W_95a7288c,5
U_660039,W_95a7288c,3
U_039120,W_95a7288c,5
U_658222,W_95a7288c,1
U_804370,W_95a7288c,5
U_122091,W_95a7288c,5
U_684957,W_95a7288c,5
U_123812,W_95a7288c,4
U_602176,W_95a7288c,5
U_727535,W_95a7288c,5
U_091667,W_95a7288c,5
U_878619,W_95a7288c,4
U_527636,W_95a7288c,3
U_005982,W_95a7288c,5
U_289767,W_95a7288c,5
U_436008,W_95a7288c,5
U_142846,W_95a7288c,4
U_691853,W_95a7288c,5
U_571894,W_95a7288c,5
U_962541,W_95a7288c,4
U_298324,W_95a7288c,5
U_299264,W_95a7288c,5
U_955494,W_95a7288c,5
U_878779,W_95a7288c,5
U_970353,W_95a7288c,4
U_264686,W_95a7288c,5
U_799934,W_95a7288c,5
U_727018,W_95a7288c,5
U_737718,W_95a7288c,4
U_753509,W_95a7288c,5
U_190045,W_95a7288c,5
U_892395,W_95a7288c,5
U_765966,W_95a7288c,5
U_182692,W_95a7288c,5
U_599411,W_95a7288c,5
U_120676,W_95a7288c,5
U_829091,W_95a7288c,5
U_663586,W_95a7288c,5
U_892571,W_95a7288c,5
U_936000,W_95a7288c,5
U_706076,W_95a7288c,4
U_197849,W_95a7288c,5
U_866791,W_95a7288c,5
U_574611,W_95a7288c,4
U_512966,W_95a7288c,5
U_480092,W_95a7288c,5
U_740513,W_95a7288c,5
U_625371,W_95a7288c,5
U_909987,W_95a7288c,5
U_496621,W_95a7288c,5
U_118312,W_95a7288c,5
U_780377,W_95a7288c,5
U_421835,W_95a7288c,4
U_456397,W_95a7288c,5
U_385783,W_95a7288c,5
U_933906,W_95a7288c,5
U_409953,W_95a7288c,5
U_137237,W_95a7288c,5
U_551099,W_95a7288c,5
U_744718,W_95a7288c,4
U_597278,W_95a7288c,4
U_214203,W_95a7288c,5
U_014820,W_95a7288c,5
U_639192,W_95a7288c,5
U_600992,W_95a7288c,5
U_229639,W_95a7288c,5
U_559320,W_95a7288c,5
U_940982,W_95a7288c,5
U_607611,W_95a7288c,5
U_382117,W_95a7288c,5
U_082643,W_95a7288c,5
U_219738,W_95a7288c,5
U_990748,W_95a7288c,5
U_948446,W_95a7288c,5
U_106592,W_95a7288c,5
U_326689,W_95a7288c,5
U_115270,W_95a7288c,5
U_335520,W_95a7288c,5
U_319250,W_95a7288c,5
U_608536,W_95a7288c,5
U_250339,W_95a7288c,5
U_511859,W_95a7288c,5
U_880722,W_95a7288c,5
U_825567,W_95a7288c,5
U_256954,W_95a7288c,5
U_981525,W_95a7288c,5
U_908926,W_95a7288c,5
U_462656,W_95a7288c,5
U_997142,W_95a7288c,5
U_205769,W_95a7288c,5
U_046625,W_95a7288c,3
U_499346,W_95a7288c,4
U_221131,W_95a7288c,2
U_219869,W_95a7288c,5
U_124455,W_95a7288c,5
U_166006,W_95a7288c,1
U_441388,W_95a7288c,5
U_146335,W_95a7288c,4
U_775762,W_95a7288c,5
